Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,1,1,0,0,0,0,0,0,0,0,1
"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",1,0,1,1,0,0,0,0,0,0,0
"Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.",1,0,0,1,0,0,0,0,0,1,0
An elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,1,0,0,1,0,0,1,0,0,0,0
"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.",1,0,1,1,0,0,0,0,0,0,0
"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",1,0,0,1,0,0,0,0,0,0,0
"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.",1,0,0,1,0,0,0,0,0,0,0
"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.",1,0,1,0,0,0,0,0,0,0,1
A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,1,1,0,0,0,0,0,1,0,0,0
"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.",1,0,0,0,0,0,0,0,0,1,0
"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",1,0,1,0,0,0,0,0,0,0,0
"China, 1860s: Having his army slaughtered, General Qingyun joins 2 bandit leaders in raids on rebels and in blood oath. They form a Qing loyal army with eyes on rebel held Suzhou and Nanjing.",1,0,0,0,0,0,1,0,0,0,1
"During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by First Blood (1982).",1,0,1,0,0,0,0,0,0,0,1
Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,1,0,0,0,0,0,0,1,0,0,1
"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",1,0,0,0,0,0,0,0,0,0,1
A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,1,0,0,0,0,0,0,0,0,1,0
A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,1,0,0,0,0,0,1,0,0,1,0
"During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",1,0,0,0,0,0,1,0,0,0,0
A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,1,0,0,0,0,0,0,0,0,0,1
"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",1,0,0,0,0,0,0,0,0,1,1
A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,1,0,1,0,0,0,0,0,0,0,1
"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.",1,1,0,0,0,0,1,0,0,0,0
A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.,1,0,0,0,0,0,1,0,0,1,0
"A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.",1,0,0,1,0,0,1,0,0,0,0
"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",1,1,0,0,0,0,0,0,0,0,1
A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.,1,0,0,0,0,0,0,0,0,0,1
"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",1,0,0,0,0,0,0,1,0,0,0
"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",1,0,1,0,0,0,1,0,0,0,0
A man enslaved by the mob since childhood and raised into behaving like a human attack dog escapes his captors and attempts to start a new life.,1,0,0,1,0,0,1,0,0,0,0
"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",1,0,0,0,0,0,0,0,0,1,0
"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving.",1,0,0,1,0,0,1,0,0,0,0
Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,1,0,0,1,0,0,0,0,0,1,0
"In 18th-century France, the Chevalier de Fronsac and his Native American friend Mani are sent to the Gevaudan province at the king's behest to investigate the killings of hundreds by a mysterious beast.",1,0,0,0,0,0,1,0,0,0,1
"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",1,0,1,1,0,0,0,0,0,0,0
"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.",1,0,0,1,0,0,1,0,0,0,0
"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",1,1,0,0,0,0,0,0,0,0,1
"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",1,1,0,0,0,0,0,0,0,0,1
"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",1,0,1,0,0,0,0,0,0,0,1
A fictionalized account of the life of the martial arts superstar.,1,0,0,0,0,0,1,0,0,0,0
"Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",1,0,0,1,0,0,1,0,0,0,0
"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",1,0,1,1,0,0,0,0,0,0,0
"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",1,0,0,0,0,0,0,0,0,1,1
"At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",1,0,0,0,0,0,1,0,0,1,0
"A small town in California is attacked by Martians, beginning a worldwide invasion.",1,1,0,0,0,0,0,0,0,1,0
A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,1,0,0,0,0,0,1,0,0,0,0
"Once two overzealous cops get suspended from the force, they must delve into the criminal underworld to get their proper compensation.",1,0,0,0,0,0,0,0,0,1,0
"Ito, a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.",1,0,0,0,0,0,0,0,0,1,0
"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.",1,1,0,0,0,0,0,0,0,0,1
"Gaurav develops an obsession with a movie star who looks just like him. He goes to Bombay to meet his idol, but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.",1,0,0,0,0,0,1,0,0,1,0
"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",1,1,0,0,0,0,0,0,0,0,1
"A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.",1,0,0,0,0,0,1,0,0,0,1
A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,1,0,1,0,0,0,0,0,0,0,1
"The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.",1,0,0,0,0,0,0,0,0,0,1
"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",1,0,1,0,0,0,0,0,0,0,1
"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.",1,0,1,0,0,0,0,0,0,0,1
"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",1,0,0,0,0,0,0,0,0,1,0
"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",1,0,0,0,0,0,1,0,0,0,1
"One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.",1,0,1,1,0,0,0,0,0,0,0
"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",1,1,0,0,0,0,0,0,0,0,1
A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a young boy.,1,0,0,0,0,0,1,0,0,1,0
"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",1,0,0,0,0,0,0,0,0,0,1
"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",1,1,0,0,0,0,0,0,0,0,1
"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",1,0,0,0,0,0,0,0,0,0,1
Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,1,1,1,0,0,0,0,0,0,0,0
A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,1,0,0,0,0,0,1,0,0,0,0
"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",1,0,0,1,0,0,1,0,0,0,0
"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",1,1,0,0,0,0,0,0,0,0,1
